issue_number,repository,title,description,labels,created_at,comments,reactions,url
57,angular/angular,"Typescript 4.7's ""module"": ""Node16"" yields invalid output or error for library build","### Which @angular/* package(s) are the source of the bug?

compiler-cli

### Is this a regression?

No

### Description


Using typescript 4.7's `""module"": ""Node16""` in a library yields errors or invalid output:

- Without `""type"": ""module""` in `package.json` with all files given the `.mts` file extension an error is generated by `@angular/compiler-cli`:

  ```
  error NG4001: Angular compiler option ""flatModuleOutFile"" requires one and only one .ts file in the ""files"" field.
  ```
- With `""type"": ""module""` in `package.json` the generated bundle index is emitted as CJS instead of ESM, which results in invalid FESM files. Coincidentally, the generated CJS bundle index file contains inline tslib helpers, even with `""importHelpers"": true` in the tsconfig.
  Note that ng-packagr actually outputs _all_ files as CJS instead of ESM. That seems to be an issue with ng-packagr itself, as other library pipeline(s) don't show the same behaviour. The generated bundle file is always CJS, regardless of tooling.

  <details>
  <summary>Generated bundle index file</summary>

  ```js
  ""use strict"";
  /**
   * Generated bundle index. Do not edit.
   */
  var __createBinding = (this && this.__createBinding) || (Object.create ? (function(o, m, k, k2) {
      if (k2 === undefined) k2 = k;
      var desc = Object.getOwnPropertyDescriptor(m, k);
      if (!desc || (""get"" in desc ? !m.__esModule : desc.writable || desc.configurable)) {
        desc = { enumerable: true, get: function() { return m[k]; } };
      }
      Object.defineProperty(o, k2, desc);
  }) : (function(o, m, k, k2) {
      if (k2 === undefined) k2 = k;
      o[k2] = m[k];
  }));
  var __exportStar = (this && this.__exportStar) || function(m, exports) {
      for (var p in m) if (p !== ""default"" && !Object.prototype.hasOwnProperty.call(exports, p)) __createBinding(exports, m, p);
  };
  Object.defineProperty(exports, ""__esModule"", { value: true });
  __exportStar(require(""./index""), exports);
  //# sourceMappingURL=repro.js.map
  ```

  </details>

  <details>
  <summary>± empty FESM2020 file generated by ng-packagr</summary>

  ```js
  ""use strict"";
  /**
   * Generated bundle index. Do not edit.
   */
  var __createBinding = (this && this.__createBinding) || (Object.create ? (function(o, m, k, k2) {
      if (k2 === undefined) k2 = k;
      var desc = Object.getOwnPropertyDescriptor(m, k);
      if (!desc || (""get"" in desc ? !m.__esModule : desc.writable || desc.configurable)) {
        desc = { enumerable: true, get: function() { return m[k]; } };
      }
      Object.defineProperty(o, k2, desc);
  }) : (function(o, m, k, k2) {
      if (k2 === undefined) k2 = k;
      o[k2] = m[k];
  }));
  var __exportStar = (this && this.__exportStar) || function(m, exports) {
      for (var p in m) if (p !== ""default"" && !Object.prototype.hasOwnProperty.call(exports, p)) __createBinding(exports, m, p);
  };
  Object.defineProperty(exports, ""__esModule"", { value: true });
  __exportStar(require(""./index""), exports);
  //# sourceMappingURL=repro.mjs.map
  ```

  </details>

  <details>
  <summary>invalid FESM2020 file generated by other library pipeline (not included in repro repo)</summary>

  ```js
  ""use strict"";
  var __defProp = Object.defineProperty;
  var __getOwnPropDesc = Object.getOwnPropertyDescriptor;
  var __getOwnPropNames = Object.getOwnPropertyNames;
  var __hasOwnProp = Object.prototype.hasOwnProperty;
  var __esm = (fn, res) => function __init() {
    return fn && (res = (0, fn[__getOwnPropNames(fn)[0]])(fn = 0)), res;
  };
  var __export = (target, all) => {
    for (var name in all)
      __defProp(target, name, { get: all[name], enumerable: true });
  };
  var __copyProps = (to, from, except, desc) => {
    if (from && typeof from === ""object"" || typeof from === ""function"") {
      for (let key of __getOwnPropNames(from))
        if (!__hasOwnProp.call(to, key) && key !== except)
          __defProp(to, key, { get: () => from[key], enumerable: !(desc = __getOwnPropDesc(from, key)) || desc.enumerable });
    }
    return to;
  };
  var __toCommonJS = (mod) => __copyProps(__defProp({}, ""__esModule"", { value: true }), mod);

  // dist/repro/esm2020/lorem.directive.js
  import { Directive } from ""@angular/core"";
  import * as i0 from ""@angular/core"";
  var LoremDirective;
  var init_lorem_directive = __esm({
    ""dist/repro/esm2020/lorem.directive.js""() {
      LoremDirective = class {
      };
      LoremDirective.\u0275fac = i0.\u0275\u0275ngDeclareFactory({ minVersion: ""12.0.0"", version: ""14.0.0-rc.2"", ngImport: i0, type: LoremDirective, deps: [], target: i0.\u0275\u0275FactoryTarget.Directive });
      LoremDirective.\u0275dir = i0.\u0275\u0275ngDeclareDirective({ minVersion: ""14.0.0"", version: ""14.0.0-rc.2"", type: LoremDirective, selector: ""[lorem]"", ngImport: i0 });
      i0.\u0275\u0275ngDeclareClassMetadata({ minVersion: ""12.0.0"", version: ""14.0.0-rc.2"", ngImport: i0, type: LoremDirective, decorators: [{
        type: Directive,
        args: [{ selector: ""[lorem]"" }]
      }] });
    }
  });

  // dist/repro/esm2020/index.js
  var esm2020_exports = {};
  __export(esm2020_exports, {
    LoremDirective: () => LoremDirective,
    LoremModule: () => LoremModule
  });
  import { NgModule } from ""@angular/core"";
  import * as i02 from ""@angular/core"";
  var LoremModule;
  var init_esm2020 = __esm({
    ""dist/repro/esm2020/index.js""() {
      init_lorem_directive();
      LoremModule = class {
      };
      LoremModule.\u0275fac = i02.\u0275\u0275ngDeclareFactory({ minVersion: ""12.0.0"", version: ""14.0.0-rc.2"", ngImport: i02, type: LoremModule, deps: [], target: i02.\u0275\u0275FactoryTarget.NgModule });
      LoremModule.\u0275mod = i02.\u0275\u0275ngDeclareNgModule({ minVersion: ""14.0.0"", version: ""14.0.0-rc.2"", ngImport: i02, type: LoremModule, declarations: [LoremDirective], exports: [LoremDirective] });
      LoremModule.\u0275inj = i02.\u0275\u0275ngDeclareInjector({ minVersion: ""12.0.0"", version: ""14.0.0-rc.2"", ngImport: i02, type: LoremModule });
      i02.\u0275\u0275ngDeclareClassMetadata({ minVersion: ""12.0.0"", version: ""14.0.0-rc.2"", ngImport: i02, type: LoremModule,  decorators: [{
        type: NgModule,
        args: [{
          declarations: [LoremDirective],
          exports: [LoremDirective]
        }]
      }] });
    }
  });

  // dist/repro/esm2020/repro.js
  var __createBinding = Object.create ? function(o, m, k, k2) {
    if (k2 === void 0)
      k2 = k;
    var desc = Object.getOwnPropertyDescriptor(m, k);
    if (!desc || (""get"" in desc ? !m.__esModule : desc.writable || desc.configurable)) {
      desc = { enumerable: true, get: function() {
        return m[k];
      } };
    }
    Object.defineProperty(o, k2, desc);
  } : function(o, m, k, k2) {
    if (k2 === void 0)
      k2 = k;
    o[k2] = m[k];
  };
  var __exportStar = function(m, exports2) {
    for (var p in m)
      if (p !== ""default"" && !Object.prototype.hasOwnProperty.call(exports2, p))
        __createBinding(exports2, m, p);
  };
  Object.defineProperty(exports, ""__esModule"", { value: true });
  __exportStar((init_esm2020(), __toCommonJS(esm2020_exports)), exports);
  //# sourceMappingURL=repro.js.map
  ```

  </details>

A clear error message would be helpful if the Node16 module/moduleResolution is not supported (yet).

### Please provide a link to a minimal reproduction of the bug

https://github.com/bgotink/angular-typescript-4.7-Node16

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 14.0.0-rc.2
Node: 16.14.2
Package Manager: yarn 1.22.15 
OS: darwin arm64

Angular: 14.0.0-rc.2
... cli, compiler, compiler-cli, core

Package                      Version
------------------------------------------------------
@angular-devkit/architect    0.1400.0-rc.2
@angular-devkit/core         14.0.0-rc.2
@angular-devkit/schematics   14.0.0-rc.2
@schematics/angular          14.0.0-rc.2
ng-packagr                   14.0.0-rc.0
typescript                   4.7.2
```


### Anything else?

_No response_","['area: packaging', 'area: compiler', 'state: confirmed', 'P3', 'bug']",2022-05-29T21:27:18Z,5,6,https://github.com/angular/angular/issues/46181
58,angular/angular,FormControl of html date-picker does not report errors for non-existent dates,"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

When a form-control is attached to an `input[type=""date""]`, then invalid dates such as the non-existent 30.02.2022 can be manually entered without bringing it into an error-state.
It is not possible to recognize that an invalid date was entered using the form-control since it reports neither a value nor an error, even though the native input-element is in an invalid state!

The control is considered `valid` and has a value of `null` as if it would not have been filled by the user.
I would expect the form-control to have an error instead of beeing in a `valid` state.

![grafik](https://user-images.githubusercontent.com/104614401/165897868-5e55b323-ef1b-4dce-a4cd-ece71423293f.png)


### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-rqhjhr?file=src/app/app.component.html

### Please provide the exception or error you saw

```true
Eventhough the native input element is in an invalid state, the form-control does not report an error or beeing invalid!
```


### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 13.3.4
Node: 14.18.2
Package Manager: npm 6.14.15
OS: win32 x64

Angular: 13.3.5
... animations, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1303.4
@angular-devkit/build-angular   13.3.4
@angular-devkit/core            13.3.4
@angular-devkit/schematics      13.3.4
@angular/cli                    13.3.4
@schematics/angular             13.3.4
rxjs                            7.5.5
typescript                      4.6.
```


### Anything else?

_No response_","['area: forms', 'P3', 'bug']",2022-04-29T07:02:34Z,6,5,https://github.com/angular/angular/issues/45811
59,angular/angular,Animated elements with structural directives are duplicated when moving parent between ViewContainerRefs,"### Which @angular/* package(s) are the source of the bug?

animations, core

### Is this a regression?

No

### Description

Reproduction steps (see link below):
- click ""change state"", an animation will run and the text will appear
- click ""change state"", the old text will animate out, and the new text will animate in. This is fine
- click ""move me to B"", the entire component will be moved to the other ViewContainerRef. Note that the leave animation on the text will run
- click ""change state"". Instead of the old text being animated out and then removed, only the new text is inserted. We end up with both states visible at the same time!

Every time the component is moved to the other ViewContainerRef and the number changes, another duplicated text appears.

No duplications occur if the animations are removed. I'm assuming the animation ""forgets"" to remove the old element from the DOM.

-----

There are two components, each with a ng-container inside. Another component is dynamically created, and inserted into the ViewContainerRef of one of these ng-containers. This dynamic component is moved between the containers via a button click, which just does detach() on the current ViewContainerRef, and insert() on the new ViewContainerRef.

The component being moved contains a subject with a number. In the template, a structural directive is used to show a different text for each number (the bug appears with ngIf as well as ngSwitch, the reproduction uses ngIf). The texts have an enter/leave animation.



### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-wm7e9e?file=src%2Fapp%2Fcomponent-to-move%2Fcomponent-to-move.component.ts

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular CLI: 13.3.3
Node: 16.13.1
Package Manager: npm 8.1.2
OS: linux x64

Angular: 13.3.4
... animations, common, compiler, compiler-cli, core, forms
... platform-browser, platform-browser-dynamic, router

Package                         Version
---------------------------------------------------------
@angular-devkit/architect       0.1303.3
@angular-devkit/build-angular   13.3.3
@angular-devkit/core            13.3.3
@angular-devkit/schematics      13.3.3
@angular/cli                    13.3.3
@schematics/angular             13.3.3
rxjs                            7.5.5
typescript                      4.6.3
```


### Anything else?

There is another issue relating to animations and ViewContainerRefs (https://github.com/angular/angular/issues/35959), but in that one only the animations are broken. Here the animations run fine, it's the duplicated DOM elements that are the problem. ","['area: animations', 'P3', 'bug']",2022-04-27T08:10:02Z,0,0,https://github.com/angular/angular/issues/45773
60,angular/angular,Reactive Forms require both [name] and [attr.name] for radio buttons to work correctly with [formControl],"### Which @angular/* package(s) are the source of the bug?

forms

### Is this a regression?

No

### Description

I have three minimal example variations of two sets of radio buttons on one page, with each set having its own `[formControl]` provided. In this scenario both sets of radios have the same values.

_Unideal Working Example:_

https://stackblitz.com/edit/angular-ivy-qf7yke?file=src%2Fapp%2Fapp.component.html
In this example it works as intended, but both `[name]` and `[attr.name]` are required.

_Failing Example 1:_

https://stackblitz.com/edit/angular-ivy-f16c7a?file=src%2Fapp%2Fapp.component.html
If only `[attr.name]` is provided, both radio buttons end up mirroring each other's control. The underlying form model is correct, but the ""template model"" is displayed incorrectly due to this mirroring.

_Failing Example 2:_

https://stackblitz.com/edit/angular-ivy-oyycqj?file=src%2Fapp%2Fapp.component.html
If only `[name]` is provided, it seems to work as intended, but because no attribute is attached to the HTML, the browser can't group the radio buttons, and keyboard controls work incorrectly. Tabbing only goes to the first group, skipping the second group, and arrow keys scroll through all the radio buttons on the page instead of being restricted to the correct group.

### Please provide a link to a minimal reproduction of the bug

_No response_

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
@angular/animations
12.2.5
@angular/common
12.2.5
@angular/compiler
12.2.5
@angular/core
12.2.5
@angular/forms
12.2.5
@angular/platform-browser
12.2.5
@angular/platform-browser-dynamic
12.2.5
@angular/router
12.2.5
rxjs
7.3.0
tslib
2.3.1
zone.js
0.11.4
```


### Anything else?

It seems like the easy solution here would be that `[name]` should be inserting an attribute into the HTML similar to `[id]`.

`formControlName` appears to avoid these issues for some reason, but I can't use `formControlName` in my real-life scenario - I need to be able to pass the `formControl` itself through component layers.","['area: forms', 'P3', 'bug']",2022-04-21T18:02:45Z,3,8,https://github.com/angular/angular/issues/45719
61,angular/angular,Webcomponents properties are undefined inside connectedCallback,"### Which @angular/* package(s) are the source of the bug?

core

### Is this a regression?

No

### Description

We are using Webcompoents in our application. Currently inside of our Webcompoent`s connectedCallback we want to make few changes to our component based on some properties. However, when connectedCallback is executed all the properties are set to undefined. 
We further inspected this issue and found that, currently Angular sets properties of a Webcomponent after it is attached to the DOM. 
If you will look at the console in the below share stackblitz, you will observe that the setter of the property inside our webcomponent is called after the connectedCallback.

We even compared this with other framework such as React, where the behaviour seems more standard, as the properties are set before the component is being attached to the DOM. 
React: https://codesandbox.io/s/prod-sky-gw6qcz?file=/src/App.js:259-261

### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-ivy-rh2gzx?file=src/app/app.component.html

### Please provide the exception or error you saw

_No response_

### Please provide the environment you discovered this bug in (run `ng version`)

```true
Angular : 13.2.0
```


","['area: core', 'cross-cutting: custom elements', 'P3', 'bug']",2022-04-21T13:15:44Z,6,2,https://github.com/angular/angular/issues/45712
62,angular/angular,extract-i18n JSON format add support for meaning and description,"### Which @angular/* package(s) are relevant/related to the feature request?

localize

### Description

The command `ng extract-i18n --format=json` works fine and generates a JSON with all the translations included, but they are missing the `:meaning|description:` part, which is available in the default XLIFF format (haven't checked the others).
The source strings:
```
$localize `:something|direction:Right`
$localize `:correct:Right`
$localize `Text 1`
$localize `Text 2`
...
```

The generated JSON:
```
{
  ""locale"": ""en-US"",
  ""translations"": {
    ""7732309408488818531"": ""Right"",
    ""6238291467288576076"": ""Right"",
    ""7186168002821041410"": ""Text 1"",
    ""7402672269023827698"": ""Text 2"",
    ...
}
```

### Proposed solution

Supporting both the single string value and an object with the value and the meaning/description, like this:
```
{
  ""locale"": ""en-US"",
  ""translations"": {
    ""7732309408488818531"": {
      ""target"": ""Right"",
      ""meaning"": ""something"",
      ""description"": ""direction""
    },
    ""6238291467288576076"": {
      ""target"": ""Right"",
      ""description"": ""correct""
    },
    ""7186168002821041410"": ""Text 1"",
    ""7402672269023827698"": ""Text 2"",
    ...
}
```
`meaning` and `description` would be completely optional, and could be deleted leaving only `target` if needed by the translators.

### Alternatives considered

none","['area: i18n', 'P3', 'bug']",2022-03-29T15:05:19Z,4,11,https://github.com/angular/angular/issues/45465
63,angular/angular,HttpHeader with the same key are not split by comma ,"### Which @angular/* package(s) are the source of the bug?

common

### Is this a regression?

No

### Description

According to the Http spec: [rfc7230 section 3.2.2](https://www.rfc-editor.org/rfc/rfc7230#section-3.2.2)
>A sender MUST NOT generate multiple header fields with the same field name in a message unless either the entire field value for that  header field is defined as a comma-separated list [i.e., #(values)] or the header field is a well-known exception (as noted below).
>A recipient MAY combine multiple header fields with the same field name into one ""field-name: field-value"" pair, without changing the  semantics of the message, by appending each subsequent field value to the combined field value in order, separated by a comma.  The order in which header fields with the same field name are received is therefore significant to the interpretation of the combined field value; a proxy MUST NOT change the order of these field values when
   forwarding a message.
> Note: In practice, the ""Set-Cookie"" header field ([RFC6265]) often appears multiple times in a response message and does not use the list syntax, violating the above requirements on multiple header fields with the same name.  Since it cannot be combined into a single field-value, recipients ought to handle ""Set-Cookie"" as a special case while processing header fields.  (See Appendix A.2.3 of [Kri2001] for details.)
      


### Please provide a link to a minimal reproduction of the bug

https://stackblitz.com/edit/angular-eengp8?file=src%2Fapp%2Fapp.component.html

### Please provide the exception or error you saw

```true
No exception just not matching spec
`httpHeaders.getAll(key)` returns [ ""value1, value2"" ] should be [ ""value1"", ""value2"" ]
```


### Please provide the environment you discovered this bug in

```true
Angular CLI: 11.2.6
Node: 14.18.0
OS: linux x64

Angular: 11.2.7
... animations, cdk, common, compiler, compiler-cli, core, forms
... localize, platform-browser, platform-browser-dynamic, router
... service-worker
Ivy Workspace: Yes
```


### Anything else?

The same issue is present in later angular versions","['breaking changes', 'area: common/http', 'P5', 'bug', 'detected: breaking change']",2021-11-11T17:23:57Z,1,0,https://github.com/angular/angular/issues/44149
64,angular/angular,Angular Service Worker should prefetch assets in parallel,"# 🚀 feature request

### Relevant Package

This feature request is for @angular/service-worker.

### Description

The Angular Service Worker currently prefetches a new version assets one by one, as mentioned in https://github.com/angular/angular/blob/dd0ba3f4abb5cf467e55bf660b70965ba7f2881e/packages/service-worker/worker/src/assets.ts#L510

> // Cache all known resources serially. As this reduce proceeds, each Promise waits
> // on the last before starting the fetch/cache operation for the next request. Any
> // errors cause fall-through to the final Promise which rejects.

Doing so with a medium/large application that heavily leverage code-splitting in inefficient: in our case we have ~340 assets to prefetch, for a total application size of only 3.0MB, yet upgrades a taking several minutes (sometimes above > 10 minutes) to be ready.

This leads to app upgrades being slower to propagate as they should be, as users have to stick around several minutes within the app for us to be able to switch to (or notify them about) the new version.

### Describe the solution you'd like

New versions assets should be prefetched by the Service Worker in parallel. 3MB only takes a second to download on the average broadband connection thanks for h2+ parallelism, and the Angular Service Worker should leverage that.

### Describe alternatives you've considered

I am unused if the current behavior was designed on purpose.","['area: performance', 'area: service-worker', 'P4', 'feature: in backlog', 'bug']",2020-10-29T14:24:57Z,8,18,https://github.com/angular/angular/issues/39491
65,angular/angular,Hierarchical injectors @Host() decorator explanation incomplete,"# 📚 Docs or angular.io bug report

### Description

The description of the @Host() decorator is the same as the description of the @Self() decorator.

Because the FlowerService is provided in the component itself, the @Host() decorator has no purpose in the example, without @SkipSelf() the FlowerService will always come from the provider declared on the HostComponent.

It also fails to explain the difference between @Self() and @Host() because the example given for @Host() has the component as its own host,

This is expanded upon much further down the page, but is also explained far better in https://angular.io/guide/dependency-injection-in-action#make-a-dependency-optional-and-limit-search-with-host

The description of @Self() also confusingly says ""@Self() tells the injector to stop searching in the current host element."".


### What's the affected URL?
https://angular.io/guide/hierarchical-dependency-injection#host","['help wanted', 'freq1: low', 'area: core', 'core: di', 'P4', 'bug', 'area: docs']",2020-02-13T11:57:24Z,6,0,https://github.com/angular/angular/issues/35417
66,angular/angular,routerLink directive always makes element focusable,"# 🐞 bug report

### Affected Package
@angular/router

### Description

Issue https://github.com/angular/angular/issues/10895 requests that the `routerLink`-directive should automatically add `tabindex` on the target element if not already present (implemented via https://github.com/angular/angular/pull/13094).

I understand that this behavior might be convinient in some cases, but it should still be configurable.

For example, in order to implement a custom menu widget it's a good practice that the focus always stays on the surrounding element (e.g. `<nav>`) while the user selects the target menu item with the arrow keys.

Right now, implementing this in a clean and straight-forward way is not possible due to the feature implemented in the issue above. If `<a>` is used for the menu entries, the `href` injected by `routeLink` makes it focusable and even if `<span>` is used instead, `routeLink` still injects a `tabindex=0` to always make it focusable.
When the user then clicks on a link the surrounding `<nav>` element looses its focus as focus moves to the link that has been clicked instead. Even setting `tabindex=""-1""` only prevents tabbing to the link but still allows focus via mouse click.

There should either be a configuration parameter to prevent setting of `tabindex` or the feature should be reverted as `tabindex` can always be configured manually if necessary.

## 🔬 Minimal Reproduction
<!--
Please create and share minimal reproduction of the issue starting with this template: https://stackblitz.com/fork/angular-issue-repro2
-->
https://stackblitz.com/edit/angular-issue-repro2-qudebd

```html
<nav tabindex=""0"">
  <ol>
    <li>
      <!-- becomes focusable because of href attribute -->
      <a routerLink=""bikes"" routerLinkActive=""active"">Bikes</a>
    </li>
    <li>
      <!-- becomes focusable because of tabindex attribute -->
      <span routerLink=""cars"" routerLinkActive=""active"">Cars</span>
    </li>
  </ol>
</nav>
```
<!--
If StackBlitz is not suitable for reproduction of your issue, please create a minimal GitHub repository with the reproduction of the issue. Share the link to the repo below along with step-by-step instructions to reproduce the problem, as well as expected and actual behavior.

Issues that don't have enough info and can't be reproduced will be closed.

You can read more about issue submission guidelines here: https://github.com/angular/angular/blob/master/CONTRIBUTING.md#-submitting-an-issue
-->

## 🌍  Your Environment

**Angular Version:**
<pre><code>
Angular CLI: 6.2.9
Node: 8.11.3
OS: darwin x64
Angular: 6.1.10
... animations, common, compiler, compiler-cli, core, forms
... http, language-service, platform-browser
... platform-browser-dynamic, router

Package                           Version
-----------------------------------------------------------
@angular-devkit/architect         0.8.9
@angular-devkit/build-angular     0.8.9
@angular-devkit/build-optimizer   0.8.9
@angular-devkit/build-webpack     0.8.9
@angular-devkit/core              0.8.9
@angular-devkit/schematics        0.8.9
@angular/cli                      6.2.9
@ngtools/webpack                  6.2.9
@schematics/angular               0.8.9
@schematics/update                0.8.9
rxjs                              6.3.3
typescript                        2.9.2
webpack                           4.16.4
</code></pre>

**Anything else relevant?**
<!-- ✍️Is this a browser specific issue? If so, please specify the browser and version. -->
This can be reproduced as described in Chrome v71.0.3578.98.
In Safari the focus is only lost on the second link (i.e. where `<span>` is used).

","['freq2: medium', 'area: router', 'router: directives', 'P4', 'bug']",2019-01-24T17:38:01Z,22,14,https://github.com/angular/angular/issues/28345
67,angular/angular,"The ""value"" property on radio buttons with FormControl doesn't get updated","<!--
PLEASE HELP US PROCESS GITHUB ISSUES FASTER BY PROVIDING THE FOLLOWING INFORMATION.

ISSUES MISSING IMPORTANT INFORMATION MAY BE CLOSED WITHOUT INVESTIGATION.
-->

## I'm submitting a...
<!-- Check one of the following options with ""x"" -->
<pre><code>
[ ] Regression (a behavior that used to work and stopped working in a new release)
[x] Bug report  <!-- Please search GitHub for a similar issue or PR before submitting -->
[ ] Performance issue
[ ] Feature request
[ ] Documentation issue or request
[ ] Support request => Please do not submit support request here, instead see https://github.com/angular/angular/blob/master/CONTRIBUTING.md#question
[ ] Other... Please describe:
</code></pre>

## Current behavior
When I query a radio input element, for example: `myRadioInput` and check it's value like `myRadioInput.value` I get ""on"" instead of the actual value from ""value""


## Expected behavior
I expect that `myRadioInput.value` will be the `inputValue` or the `formControl.value` I set on the component.


## Minimal reproduction of the problem with instructions

In the following link:
1. Open the console 
2. Click on the button
3. See that instead of ""good"" it shows ""on""

https://stackblitz.com/edit/angular-reactive-forms-radio-value-bug

## What is the motivation / use case for changing the behavior?
For testing purposes, I need to be able to click on a certain radio input to manually select it.
that's why it's important to be able to compare the radio.value to the manually selected value. 

## Environment

<pre><code>
Angular version: 6.1.8
<!-- Check whether this is still an issue in the most recent Angular version -->

Browser:
- [x] Chrome (desktop) version 68.0.3440.106
- [ ] Chrome (Android) version XX
- [ ] Chrome (iOS) version XX
- [ ] Firefox version XX
- [ ] Safari (desktop) version XX
- [ ] Safari (iOS) version XX
- [ ] IE version XX
- [ ] Edge version XX
 
For Tooling issues:
- Node version: XX  <!-- run `node --version` -->
- Platform:  <!-- Mac, Linux, Windows -->

Others:
<!-- Anything else relevant?  Operating system version, IDE, package manager, HTTP server, ... -->
</code></pre>
","['freq1: low', 'area: forms', 'P3', 'bug']",2018-09-20T12:32:07Z,10,0,https://github.com/angular/angular/issues/26037
68,angular/angular,Bug(Animations): animation transition :enter delay should delay the appearance of an element,"## I'm submitting a...
<!-- Check one of the following options with ""x"" -->
<pre><code>
[ ] Regression (a behavior that used to work and stopped working in a new release)
[ ] Bug report  <!-- Please search GitHub for a similar issue or PR before submitting -->
[ ] Performance issue
[x] Feature request
[ ] Documentation issue or request
[ ] Support request => Please do not submit support request here, instead see https://github.com/angular/angular/blob/master/CONTRIBUTING.md#question
[ ] Other... Please describe:
</code></pre>

## Current behavior
<!-- Describe how the issue manifests. -->
Animation delay does not delay element appearance during `:enter` transition

## Expected behavior
<!-- Describe what the desired behavior would be. -->
Animation delay should delay appearance of an element during `:enter` transition

## What is the motivation / use case for changing the behavior?
<!-- Describe the motivation or the concrete use case. -->
It's not possible to animate the `display` property which makes it impossible in some cases to delay the appearance of an object using Angular's animation features.

## Environment

<pre><code>
Angular version: 6.0.3
<!-- Check whether this is still an issue in the most recent Angular version -->

Browser:
- [ ] Chrome (desktop) version XX
- [ ] Chrome (Android) version XX
- [ ] Chrome (iOS) version XX
- [ ] Firefox version XX
- [ ] Safari (desktop) version XX
- [ ] Safari (iOS) version XX
- [ ] IE version XX
- [ ] Edge version XX
 
For Tooling issues:
- Node version: XX  <!-- run `node --version` -->
- Platform:  <!-- Mac, Linux, Windows -->

Others:
<!-- Anything else relevant?  Operating system version, IDE, package manager, HTTP server, ... -->
</code></pre>
","['area: animations', 'freq2: medium', 'P4', 'bug']",2018-06-04T14:13:14Z,4,1,https://github.com/angular/angular/issues/24292
69,angular/angular,Problem when adding dynamically a component with g[test] selector in SVG,"**I'm submitting a ...**  (check one with ""x"")

[ x ] bug report
[ ] feature request
[ ] support request => Please do not submit support request here, instead see https://github.com/angular/angular/blob/master/CONTRIBUTING.md#question

**Current behavior**

I try to add dynamically this component within SVG:

```
@Component({
  selector: 'g[test1]',
  template: `
    <svg:text x=""10"" y=""15"" fill=""red"">I love SVG!</svg:text>
  `
})
export class Test1Comp {
}
```

I use this approach:

```
this.resolver.resolveComponent(Test1Comp).then((factory:ComponentFactory<any>) => {
    this.cmpRef = this.viewContainerRef.createComponent(factory);
});
```

Whereas the corresponding content is added to the DOM, it appears that the host element (`g`) isn't a valid SVG element (perhaps the svg namespace isn't used):

```
<g test1> <!-- UnkownHTMLElement-->  
  <text>...</text> <!-- SVGTextElement -->
</g>
```

This prevents from displaying the SVG elements within the `g` one.

**Expected/desired behavior**

To be able to add dynamically components within SVG with selectors like `g[test1]`.

**Reproduction of the problem**

See this plunkr: http://plnkr.co/edit/6aLGnLNi0svLk4CVS9M2?p=preview.

**What is the expected behavior?**

I expect the added host element to be an `SVGElement` and not an `HTMLUnknownElement`.

**What is the motivation / use case for changing the behavior?**

**Please tell us about your environment:**
- **Angular version:** 2.0.0-rc.4
- **Browser:** [Chrome] 
- **Language:** [ TypeScript ] 
","['type: bug/fix', 'freq2: medium', 'area: core', 'state: confirmed', 'core: dynamic view creation', 'cross-cutting: SVG', 'P3', 'bug']",2016-07-30T12:27:51Z,23,18,https://github.com/angular/angular/issues/10404
