issue_number,repository,title,description,labels,created_at,comments,reactions,url,
11,facebook/react,[DevTools Bug] Minified React error #310; visit https://react.dev/errors/310 for the full message or use the non-minified dev environment for full errors and additional helpful warnings.,"### Website or app

http://localhost:1234/restaurants/323532

### Repro steps

i'm not able to open components features and use it properly

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

6.0.1-c7c68ef842

### Error message (automated)

Minified React error #310; visit https://react.dev/errors/310 for the full message or use the non-minified dev environment for full errors and additional helpful warnings.

### Error call stack (automated)

```text
at updateWorkInProgressHook (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:53845)
    at Object.updateCallback [as useCallback] (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:63009)
    at t.useCallback (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:222673)
    at InspectedElementContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1329500)
    at renderWithHooks (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:52283)
    at updateFunctionComponent (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:81757)
    at beginWork (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:95976)
    at performUnitOfWork (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:154382)
    at workLoopSync (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:154250)
    at renderRootSync (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:153981)
```


### Error component stack (automated)

```text
at InspectedElementContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1328724)
    at da (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1315454)
    at div (<anonymous>)
    at InspectedElementErrorBoundaryWrapper (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1321764)
    at NativeStyleContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1354133)
    at div (<anonymous>)
    at div (<anonymous>)
    at OwnersListContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1268367)
    at SettingsModalContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1297652)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1393839
    at da (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1315454)
    at div (<anonymous>)
    at div (<anonymous>)
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318165)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318362
    at div (<anonymous>)
    at div (<anonymous>)
    at div (<anonymous>)
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318165)
    at TimelineContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1395852)
    at ProfilerContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1387571)
    at TreeContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1209877)
    at SettingsContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1238028)
    at ModalDialogContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1375269)
    at DevTools_DevTools (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1544258)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Minified React error #310; visit https://react.dev/errors/310 for the full message or use the non-minified dev environment for full errors and additional helpful warnings. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-12-25T15:27:25Z,3,0,https://github.com/facebook/react/issues/31911,Syntax Error
12,facebook/react,"[DevTools Bug] Could not find commit data for root ""1""","### Website or app

http://localhost:5173/

### Repro steps

was trying to test the performance of my react application

### How often does this bug happen?

Only once

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

6.0.1-c7c68ef842

### Error message (automated)

Could not find commit data for root ""1""

### Error call stack (automated)

```text
at me.getDataForRoot (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1167575)
    at SnapshotSelector_SnapshotSelector (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1528048)
    at renderWithHooks (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:52283)
    at updateFunctionComponent (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:81757)
    at beginWork (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:95976)
    at performUnitOfWork (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:154382)
    at workLoopSync (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:154250)
    at renderRootSync (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:153981)
    at performWorkOnRoot (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:149824)
    at performSyncWorkOnRoot (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:164385)
```


### Error component stack (automated)

```text
at SnapshotSelector_SnapshotSelector (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1527987)
    at div (<anonymous>)
    at div (<anonymous>)
    at div (<anonymous>)
    at SettingsModalContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1297652)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1536522
    at da (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1315454)
    at div (<anonymous>)
    at div (<anonymous>)
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318165)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318362
    at div (<anonymous>)
    at div (<anonymous>)
    at div (<anonymous>)
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1318165)
    at TimelineContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1395852)
    at ProfilerContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1387571)
    at TreeContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1209877)
    at SettingsContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1238028)
    at ModalDialogContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1375269)
    at DevTools_DevTools (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1544258)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Could not find commit data for root  in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-12-22T13:17:55Z,2,0,https://github.com/facebook/react/issues/31888,Performance Issue
13,facebook/react,[DevTools Bug]: Profiling not supported error with up-to-date React.,"### Website or app

https://vercel.com/login

### Repro steps

When I open React Developer Tools profiler page, I get the following error:

```
Profiling not supported.
Profiling support requires either a development or profiling build of React v16.5+.

Learn more at [reactjs.org/link/profiling](https://fb.me/react-devtools-profiling).
```

I first saw the problem on my own app, which is running React 18 and NextJS 15, but was able to reproduce the problem on every other NextJS react page I could find.

I am running Google Chrome 131.0.6778.204 on Fedora 40. My version of React Developer Tools is 6.0.1 (10/15/2024). 

If I test the same conditions, but on Firefox, profiling works, suggesting it is a problem with React Dev Tools.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-12-20T22:07:56Z,2,0,https://github.com/facebook/react/issues/31880,Syntax Error
14,facebook/react,[DevTools Bug]: Profiling not supported error points to stale documentation link.,"### Website or app

https://vercel.com/login

### Repro steps

I opened developer tools and went to the react dev tools profiling tab. There it says ""Profiling not supported. Profiling support requires either a development or profiling build of React v16.5+. Learn more at [reactjs.org/link/profiling](https://fb.me/react-devtools-profiling).""

When I follow this URL, the top of the page says, ""This site is no longer updated. [Go to react.dev](https://react.dev/blog/2023/03/16/introducing-react-dev)""



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-12-20T22:04:06Z,1,0,https://github.com/facebook/react/issues/31878,Syntax Error
15,facebook/react,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.","### Website or app

Expo Go & Google Chrome

### Repro steps

Android Bundled 589ms node_modules\expo-router\entry.js (1 module)
 (NOBRIDGE) LOG  Bridgeless mode is enabled     
 INFO 
 ?? JavaScript logs will be removed from Metro in React Native 0.77! Please use React Native DevTools as your default tool. Tip: Type j in the terminal to open (requires Google Chrome or Microsoft Edge).
 (NOBRIDGE) WARN  Route ""./Colors.ts"" is missing the required default export. Ensure a React component is exported as default. [Component Stack]
 (NOBRIDGE) WARN  Route ""./TabBarIcon.tsx"" is missing the required default export. Ensure a React component is exported as default. [Component Stack]
 (NOBRIDGE) WARN  Route ""./useThemeColor.ts"" is missing the required default export. Ensure a React component is exported as default. [Component Stack]

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

5.2.0-1717ab0171

### Error message (automated)

Cannot add node ""1"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
at http://10.251.14.176:8081/_expo/react-devtools/standalone.js:2:1011371
    at f.emit (http://10.251.14.176:8081/_expo/react-devtools/standalone.js:2:984358)
    at http://10.251.14.176:8081/_expo/react-devtools/standalone.js:2:985900
    at http://10.251.14.176:8081/_expo/react-devtools/standalone.js:2:1359186
    at Array.forEach (<anonymous>)
    at U_.e.onmessage (http://10.251.14.176:8081/_expo/react-devtools/standalone.js:2:1359169)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-12-12T11:10:31Z,2,0,https://github.com/facebook/react/issues/31743,Syntax Error
16,facebook/react,[Compiler Bug]: Ref values may not be accessed during render when using `mergeRefs`,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAgHgBwjALgAgBMEAzAQygBsCSoA7OXASwjvwFkBPAQU0wAoAlPmAAdNvhgJcsNgB5CTAG4A+ABIJKlCPgDqOSoTkB6RaoDc4gL7jxx4-lxkA1gjYkYEALb4AFrlxMMGR7AHMmXF8oACMAOjhvYwB3CAArXARnLzJU4y8EGFCEAFopEjBjaO1ovLImOmMweGN64nRY3DBxWgZmVnx8woQAJVIwOQAVFX5xfHxYhfrMKFxR8uR8flGyRli1yZV8AB98emISeoRCQQBtAF1xQQ3t3f2p4-wX3D3SAGEyLTRHbOA4iWb4BJ0MA0JjUApXACSdGWqzG+AAvPglis1mBYhc4TB+AAhCAQSgIMh0QSWOjgpgkTYEjJSQhIlG42IUuihSL4OSYgCMwjEEjmkOh+AuMGhawxUthLMRyJxYxuAAY7rTwXMpDIYO4mDLUYyjic6FRKLS5jY6RI9bIpfRGCw2IMioRcfwyiKdVKcJsJQRsSb8BBGcz4WyVSawL6xXMsYz+LhOJgEOGsTG5ejc-gAOQ9F2sfPxxPlrMc0je0g0v02-CaMAIJObENrMsVub8dukfBkMCfSm7dgrMhVEakADy0VSCEYkw+Fq0KkE8VgUjoBExZWtFdt5YP+CstNt3WdfTY7AKRTWv282Doblw+hgznqoX4wEkfasG2-ZTPMO3z7GoEzsAAMgAIsoACiFL5FuhxWJ2QZEMoOanM2az8MulB1nacz2PgmADmAH6OL4LZlIOKRvoO0ScPgSQwGQfAUZECA+PU-ZOr0rrgg6Br8mYP4kOiwDupO5Svu+PL8EIGKHDcZQADToUoax3IIVgqGUjgINCJhmCop62HQRaXgMN7SWAskfgcMwSEUsYbIp6KHFswE-CQoInGcpCXNc9yPGC9rSI6UlegssQuV6ggEWeFkXq6HA2XeD6sM+xKeK4dBfmJx7-mJQE7CBpByGBkEwUo8Fcc+yGoawkpmJhUDYdWeEEeCxGYJ4E4+FRUiCRFwkKMoYkSVFYw1iQ6mtbWun6RkRmmMopnWOIIBWEAA

### Repro steps

I was previously getting an error saying, ""Ref values (the current property) may not be accessed during render."" However, passing a function to access the refs seems to work as a solution since there is no eslint error now.

In the repro, wrapping the refs in a function return doesn't change any functionality so I'm finding this issue to be a little odd.

The error doesn't always appear with every component. I couldn't find a reason why.

This seems to be similar to https://github.com/facebook/react/issues/31290

### How often does this bug happen?

Sometimes

### What version of React are you using?

19.0.0

### What version of React Compiler are you using?

19.0.0-beta-37ed2a7-20241206","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-12-12T09:32:53Z,1,1,https://github.com/facebook/react/issues/31742,Logical Bug
17,facebook/react,[Compiler Bug]: Compiler fails to memoize hooks with no hook calls,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [X] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/billyjanitsch/react-compiler-hook-detection-bug

### Repro steps

Given the following three custom hooks:

```tsx
import {useDebugValue} from 'react'

function useFoo() {
  return () => 'foo'
}

function useBar() {
  useDebugValue('bar')
  return () => 'bar'
}

function useBaz() {
  return useCallback(() => 'baz', [])
}
```

I'd expect the compiler to memoize all of them, but it only memoizes `useBar` and `useBaz`:

```tsx
import { useCallback, useDebugValue } from ""react"";
function useFoo() {
  return () => ""foo"";
}
function useBar() {
  useDebugValue(""bar"");
  return _temp;
}
function _temp() {
  return ""bar"";
}
function useBaz() {
  return _temp2;
}
function _temp2() {
  return ""baz"";
}
```

I'm guessing that it's because the compiler's hook detection logic looks for at least one hook call in the function body. I understand that it generally doesn't make sense to write a custom hook that doesn't use any other hooks, but the exception is when the custom hook would have used only `useMemo` and/or `useCallback`, such as `useBaz`. I expect the compiler to let me remove those hooks without losing memoization.

This doesn't reproduce in the playground. I'm not sure why.

### How often does this bug happen?

Every time

### What version of React are you using?

19.0.0

### What version of React Compiler are you using?

19.0.0-beta-37ed2a7-20241206","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-12-10T23:35:42Z,7,0,https://github.com/facebook/react/issues/31727,Runtime Error
18,facebook/react,[Compiler Bug]: server components built externally by the compiler error when rendered in app,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/DanielOrtel/compiler-bug

### Repro steps

I'm building an esm UI library and ran into a weird issue with one component when adding react compiler to the build pipeline(which uses rollup with babel). You can check the reproduction repo above, steps:
- set node 20.18.0 if not set automatically
- run `yarn install`
- run `yarn test-compiler-error` // this will build the library and start a bare-bones next app
- open localhost:3000\
- app should error out with the following:
```
TypeError: Cannot read properties of undefined (reading 'H')
    at IconsRoot (../../libraries/ui/.dist/icons-root/index.js:12:72)
    at AsyncLocalStorage.run (node:async_hooks:346:14)
    at stringify (<anonymous>)
    at stringify (<anonymous>)
    at AsyncLocalStorage.run (node:async_hooks:346:14)
    at AsyncResource.runInAsyncScope (node:async_hooks:206:9)
digest: ""2235527820""
  15 |       require(""next/dist/compiled/react"").__CLIENT_INTERNALS_DO_NOT_USE_OR_WARN_USERS_THEY_CANNOT_UPGRADE;
  16 |     exports.c = function (size) {
> 17 |       var dispatcher = ReactSharedInternals.H; // <-- ReactSharedInternals is undefined here. 
```

This is a limited snippet of the larger UI library. The error occurs because the file doesn't have the `'use client'` directive, but this component should be server-renderable, it's just a barebones `div` component. If I remove the `react-compiler` from the build pipeline or if I make this a client component, it works as expected.

Ultimately, I'd expect adding the compiler to the build pipeline of my library to not break components which previously could be server rendered and force the use of client directive when it is unnecessary. 

My suggestion, in case compiler-optimized components can't be rendered in server components, would be to have some config option that can be enabled for libraries to check for client directives and only optimize client components. And also to add some form of an error boundary to let consumers know that they're trying to render a compiler-optimized component in a server environment. The current error is just confusing and it took me a while to figure out what was the exact cause of it. 

But the ideal scenario would be to not have to worry about in which environment the component is rendered. Sure, the compiler optimizations do nothing on the server, but that means that they could be essentially stubbed and still render as expected. I dislike the idea of having to output separate versions of components that can be potentially server rendered, simply because I'd like the client versions to be optimized by the compiler. 

### How often does this bug happen?

Every time

### What version of React are you using?

19

### What version of React Compiler are you using?

19.0.0-beta-df7b47d-20241124","['Type: Bug', 'Component: Optimizing Compiler']",2024-12-08T14:09:14Z,12,1,https://github.com/facebook/react/issues/31702,Runtime Error
19,facebook/react,[Compiler Bug]: Properties added to hook functions are removed,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAgHgBwjALgAgDMoA7OXASwhPyjAQGUIBbBXACwpIHMAKASnzAAOjXxxqkADYIAdFIh8A5OwQBPJf1H4AvqNF1GLNpx6zWuAIYATS1fwBefEoDu7OwgBuCGEv0kMbDx8awRCSygpAmIySmp8AFk1AEFMTAEhbVp6JgtTPi0SLJg2WBoAHmsKTwA+AAkEKQV8AHUcKWshQ1yTLm5zNhs7Sx1ygHoq2oBuUT0SEB0gA

### Repro steps

Properties added to hook functions get removed by the Compiler, and trigger the [rule](https://react.dev/reference/rules/react-calls-components-and-hooks#never-pass-around-hooks-as-regular-valueseslint(react-compiler/react-compiler) below:

```
Hooks may not be referenced as normal values, they must be called.
See https://react.dev/reference/rules/react-calls-components-and-hooks#never-pass-around-hooks-as-regular-valueseslint(react-compiler/react-compiler)
```

I understand why this would be triggered for other scenarios where the hooks are referenced as normal values, but is this case really a violation of hook rules in React? It's not listed as a ""bad example"" in the React docs. If it is, then the compiler and the linter behavior is correct and expected, but can't help but wonder if this is really an issue and not an oversight?

---

For context, I use this pattern in one of my apps that uses TanStack's React Query:

```tsx
import { useQuery } from ""@tanstack/react-query""
import { api } from ""~/server/api""

export const useGetClient = (id: string) => {
  const query = useQuery({
    queryKey: useGetClient.queryKey(id),
    queryFn: async () => {
      const data = await api.getClient(id)
      return data
    },
  })

  return query
}

useGetClient.queryKey = (id: string) => [""client"", id]
```

Attaching the `queryKey` function to the hook like this provides a nice developer experience because we don't need a separate import or a convention-based pattern for figuring out what the query key of a given query is.

We migrated to this pattern away from the pattern we used before where `queryKey` functions were separate objects/functions.

Thanks!


### How often does this bug happen?

Every time

### What version of React are you using?

18.3.1

### What version of React Compiler are you using?

19.0.0-beta-df7b47d-20241124","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-12-05T13:46:19Z,0,0,https://github.com/facebook/react/issues/31673,Logical Bug
20,facebook/react,[Compiler Bug]: Moved breakpoint in React Native,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [x] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/maciekstosio/CompilerRepo

### Repro steps

- Run the app
```
yarn install
yarn start 
```
- Run dev tools 
- Try to put breakpoint on `const a = 'Test Error';` - it's moved to main component
- Put breakpoint on `throw new Error(a);` - debugger don't stop on 

The debugger used with React Native (0.76.3) sometimes moves the breakpoint to other places. It sometimes doesn't stop. I can reproduce it reliably with the variable assignment and arrow functions. The problem occurs both in DevTools and Radon IDE ), so I assume this is a problem with source maps after optimization or Chrome Debugger, not the DevTools front. 

|Without Compiler|With Compiler|
|-|-|
|<video src=""https://github.com/user-attachments/assets/bcb514cc-4697-4019-998f-79ca2fb1c219"" />|<video src=""https://github.com/user-attachments/assets/c1dbb46d-5da2-49d8-a1d3-1f4545729fe4"" />| 

### How often does this bug happen?

Every time

### What version of React are you using?

18.3.1

### What version of React Compiler are you using?

19.0.0-beta-df7b47d-20241124","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-12-02T11:19:11Z,2,0,https://github.com/facebook/react/issues/31651,Logical Bug
21,facebook/react,[Compiler Bug]: False positive `Ref values (the `current` property) may not be accessed during render` for non-jsx code,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAHRFMCAEcA2AlggHYAuGA3GiTYQLYAOEMZOwOAVmAB44C+OAGYwI9HBhgIAhnDIB6bjwC0MKOQYIqdJizYcsCAEoIhA4aPGSZc7STgQSYNgGEI+fNMbYcAXhwAFMA0OHgAFoT4ACZStCT8AJR+AHzsIXiOzhnk0oQkCDAmZv6GRQEkUB4J1CShUmSwtfIAVDgAAgD6HQAKAKpGAKJdOM2KvAEYUYQAbhgANGm1oThSQsjZZLn5haZz6aFwEdGx6Yk1-DUIPMys7DhuHl4+FyD8QA

### Repro steps



following code gives false positive error

```js
const Collapse = ({
  children
}) => {
  const containerRef = useRef(null);
  return /* @__PURE__ */jsx(""div"", {
    ref: containerRef,
    children
  });
};
```

but not

```ts
export const Collapse: FC<{
  children: ReactNode
}> = ({ children }) => {
  const containerRef = useRef<HTMLDivElement>(null!)

  return <div ref={containerRef}>{children}</div>
}
```

### How often does this bug happen?

Every time

### What version of React are you using?

from playground

### What version of React Compiler are you using?

from playground","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-11-26T21:18:57Z,1,0,https://github.com/facebook/react/issues/31637,Logical Bug
22,facebook/react,[DevTools Bug]: Component flashing many times but profiler says it was rendered once,"### Website or app

https://berrotools.vercel.app/signin

### Repro steps

- Access the website https://berrotools.vercel.app/signin, you'll see a sign in form.
- Open the DevTools, go to the Profiler tab and start profiling.
- Focus the e-mail input and start typing any letter, should not be a valid e-mail so the error label will show. You'll see the error message flashing as long as you type.
- Stop the profiling.
- Check the profiling results, you'll see that the error message was rendered once, if you have typed random letters. The problem is, why did it flash many times?

If the website doesn't work try cloning and running the project located at https://github.com/rhberro/berrotools.

Thank you in advance!

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

6.0.1-c7c68ef842

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-11-26T16:29:16Z,2,0,https://github.com/facebook/react/issues/31636,Syntax Error
